V_ms,alpha_deg,T_C,LWC_gm3,MVD_mkm,H_m
92.67742505483466,6.561122243120495,-24.569292989599557,0.3394265790336069,46.81434075856478,3781.6292531780355
85.71773264715223,4.9164278713894465,-1.3356405681633774,0.2829409150936629,27.68140441383037,5446.087882013382
80.53654723711806,-1.7116455232265417,-17.747217070994136,0.8217700074812072,25.21611790649089,3401.123419292675
160.28413685187218,6.566736671201756,-10.463790438700427,0.9794820042870113,27.593205113829235,5044.1282546544135
180.34931879607024,-0.28038927741570396,-24.347333605018637,0.7709903631715267,18.848919973555528,6651.180341256109
109.76612570825822,2.2400649805351316,-20.70662912679069,1.0181984988646722,33.147713109321074,6687.772634369098
190.13288188387193,5.995048590147549,-24.986134546745255,0.16849264092116983,49.7169399365679,3264.6007861647304
133.86319363755194,-1.8606247332827641,-8.564161299006976,0.1898029518413507,40.40728765134679,4921.254006275283
131.5836201079046,4.587720495032782,-22.150999541012375,1.0347783803006547,23.058491529357482,3789.2021789720893
188.91907603091295,5.436438541937957,-17.82729457887769,1.0768948769368902,39.22602142101311,2196.262563911757
119.77595832891703,-0.588942192412286,-6.747826180532407,0.9105317002513683,41.861556971759995,2312.1357047192105
88.9865790281421,5.827392099803875,-1.4001540891728403,0.7128239221743687,47.87749790729026,1300.7097656275305
144.22751832624158,0.19953212102826923,-18.560291513708446,0.22005809554375516,37.43294484369564,6710.005700182328
137.89863122834382,5.120432203581787,-10.793321567701636,0.19517059489048316,36.86230185730734,2756.5996324961106
169.5194549102448,-0.9061800957215511,-10.00861179675298,0.7898183870093446,45.74987109754676,5050.598746269876
196.99634450953488,2.804607359249844,-10.327230781377871,0.2765761753302588,22.928889415375966,4498.443660888257
138.35931649734673,4.743824700161368,-5.9855900295106,0.3873283825137991,26.662639935165046,1042.3603514394272
160.36961912092497,3.1880616472453047,-6.083893754519828,0.37616228415838504,46.412854469485,2280.0733101257856
188.11768661690832,2.9161947952069127,-2.2822788814491695,0.955315480059745,38.258858303630944,6694.50493651727
135.55575745320945,-1.9777132285681847,-13.993792597649177,0.7484017181496907,19.819975348721574,5537.647229391157
166.0499816487461,4.656700306796891,-11.6254222216057,0.35708852237152244,42.45370870078297,6644.2072110169065
